Time [local],Min,10,20,30,40,50,60,70,80,90,Max,QueryRate,Queries,Load Factor
6/24/2023 16:25,1493,2455,2677,2843,2988,3156,3351,3594,3912,4566,35873,1633.016667,97981,22.99117664
6/24/2023 16:26,1535,2449,2664,2843,2988,3156,3351,3594,3912,4566,30907,1622.983333,97379,21.47243017
6/24/2023 16:27,1479,2459,2677,2843,3003,3172,3368,3612,3931,4543,28201,1631.816667,97909,21.25127938
6/24/2023 16:28,1534,2466,2691,2857,3018,3188,3385,3612,3931,4566,35831,1659.1,99546,21.76011407
6/24/2023 16:29,1507,2469,2677,2843,3003,3172,3368,3612,3931,4589,39474,1631.45,97887,21.50052201
6/24/2023 16:30,1572,2463,2677,2843,2988,3156,3351,3594,3912,4543,34089,1714.1,102846,23.66449417
6/24/2023 16:31,1475,2471,2691,2843,3003,3172,3351,3594,3892,4543,33549,1731.933333,103916,22.35619539
6/24/2023 16:32,1599,2464,2677,2843,3003,3156,3351,3594,3892,4520,33848,1721.183333,103271,22.36326111
6/24/2023 16:33,1543,2460,2677,2843,3003,3172,3351,3594,3912,4543,35552,1689.6,101376,22.66125919
6/24/2023 16:34,1554,2460,2677,2843,3003,3172,3368,3594,3912,4543,38485,1657.266667,99436,22.45427545
6/24/2023 16:35,1582,2466,2691,2857,3003,3172,3368,3612,3931,4589,33806,1684.5,101070,22.13403391
6/24/2023 16:36,1465,2461,2677,2843,3003,3172,3368,3612,3931,4566,33825,1638.433333,98306,21.64465535
6/24/2023 16:37,1503,2465,2677,2843,3003,3172,3368,3612,3931,4566,34526,1616.916667,97015,21.41135245
6/24/2023 16:38,1507,2472,2691,2857,3003,3172,3368,3594,3912,4543,35328,1672.65,100359,22.33839433
6/24/2023 16:39,1508,2472,2691,2857,3003,3172,3368,3612,3912,4543,33082,1673.083333,100385,22.03983914
6/24/2023 16:40,1534,2455,2677,2843,3003,3156,3351,3576,3892,4520,34767,1673.633333,100418,21.53761113
6/24/2023 16:41,1498,2459,2677,2843,3003,3172,3368,3594,3912,4543,35097,1668.416667,100105,21.77777457
6/24/2023 16:42,1518,2456,2664,2843,3003,3172,3368,3594,3912,4520,39504,1674.283333,100457,22.12118591
6/24/2023 16:43,1392,2458,2677,2843,3003,3156,3351,3594,3912,4520,36061,1642.016667,98521,21.31849023
6/24/2023 16:44,1476,2455,2677,2843,3003,3172,3368,3594,3931,4566,36008,1628.85,97731,21.43318523
6/24/2023 16:45,1500,2460,2677,2843,3003,3172,3368,3594,3912,4543,33905,1660.233333,99614,22.9685642
6/24/2023 16:46,1560,2458,2677,2843,3003,3172,3368,3612,3931,4566,32931,1614.266667,96856,21.99242228
6/24/2023 16:47,1516,2463,2691,2857,3003,3172,3368,3594,3912,4520,53574,1635.75,98145,21.53485235
6/24/2023 16:48,1574,2450,2664,2843,3003,3156,3351,3594,3912,4543,33581,1633.783333,98027,21.35286183
6/24/2023 16:49,1557,2449,2677,2843,3003,3172,3368,3612,3931,4566,33002,1641.583333,98495,21.56404294
6/24/2023 16:50,1568,2458,2677,2843,3003,3172,3368,3594,3912,4566,35238,1621.783333,97307,21.12198346
6/24/2023 16:51,1515,2462,2677,2843,3003,3172,3368,3594,3912,4543,31124,1606.4,96384,21.4669083
6/24/2023 16:52,1441,2453,2677,2843,2988,3156,3351,3594,3912,4566,34370,1592.916667,95575,20.64148238
6/24/2023 16:53,1458,2456,2677,2843,3003,3172,3368,3612,3931,4543,37068,1604.333333,96260,20.63756826
6/24/2023 16:54,1517,2454,2677,2843,3003,3172,3368,3594,3912,4543,35221,1574.65,94479,21.39415887
6/24/2023 16:55,1495,2452,2664,2828,3003,3172,3368,3612,3912,4566,36127,1564.4,93864,20.7632214
6/24/2023 16:56,1516,2456,2677,2843,3003,3172,3368,3612,3931,4566,37135,1589.216667,95353,21.4458529
6/24/2023 16:57,1488,2455,2677,2843,3003,3172,3368,3594,3912,4566,35036,1569.4,94164,20.86224228
6/24/2023 16:58,1463,2443,2664,2843,2988,3172,3351,3594,3912,4543,33595,1569.7,94182,20.63862178
6/24/2023 16:59,1529,2455,2677,2843,3003,3172,3385,3630,3931,4589,33786,1561.083333,93665,21.16886932
6/24/2023 17:00,1370,2446,2664,2828,2988,3156,3351,3594,3912,4543,35123,1578.916667,94735,22.40354672
6/24/2023 17:01,1433,2435,2664,2828,3003,3172,3368,3612,3912,4543,39075,1539.166667,92350,20.64668575
6/24/2023 17:02,1463,2430,2651,2828,2988,3156,3351,3594,3912,4520,38445,1532.716667,91963,19.9533067
6/24/2023 17:03,1481,2436,2664,2828,2988,3156,3351,3594,3912,4520,35752,1609,96540,20.8641557
6/24/2023 17:04,1482,2435,2664,2828,3003,3172,3351,3594,3912,4520,34580,1656.716667,99403,21.33978405
6/24/2023 17:05,1464,2443,2664,2843,2988,3172,3368,3594,3912,4543,33531,1627.216667,97633,21.83955744
6/24/2023 17:06,1590,2432,2664,2828,2988,3141,3335,3576,3873,4476,29996,1653.733333,99224,22.75821058
6/24/2023 17:07,1536,2423,2651,2814,2973,3141,3335,3576,3892,4498,21853,1699.05,101943,21.39604964
6/24/2023 17:08,1457,2445,2664,2843,2988,3156,3351,3594,3892,4520,54220,1724.033333,103442,22.0051305
6/24/2023 17:09,1550,2429,2651,2828,2988,3156,3335,3576,3892,4520,22412,1667.466667,100048,21.77434993
6/24/2023 17:10,1488,2429,2651,2814,2973,3141,3335,3558,3873,4476,31786,1673.516667,100411,21.92215921
6/24/2023 17:11,1411,2435,2651,2828,2988,3156,3351,3594,3892,4543,34184,1659.866667,99592,21.23900755
6/24/2023 17:12,1494,2441,2664,2828,2988,3141,3335,3576,3892,4476,34538,1693.333333,101600,22.2783647
6/24/2023 17:13,1533,2443,2664,2828,2988,3156,3351,3576,3892,4543,34938,1648.533333,98912,21.39256768
6/24/2023 17:14,1475,2431,2651,2814,2973,3141,3335,3576,3892,4498,36537,1665.65,99939,22.60237838
6/24/2023 17:15,1460,2432,2651,2814,2973,3141,3335,3576,3892,4498,22766,1655.583333,99335,23.81426572
6/24/2023 17:16,1517,2446,2664,2828,2988,3156,3351,3576,3892,4498,34314,1673.316667,100399,22.49234623
6/24/2023 17:17,1507,2441,2664,2828,2988,3156,3351,3594,3892,4520,32168,1639.316667,98359,21.43076395
6/24/2023 17:18,1495,2446,2664,2828,2988,3156,3351,3594,3912,4543,33941,1717.383333,103043,22.49955496
6/24/2023 17:19,1478,2445,2664,2828,2988,3156,3351,3594,3892,4498,35590,1750.666667,105040,21.55507641
6/24/2023 17:20,1543,2431,2651,2828,2988,3156,3351,3576,3892,4498,34565,1707.15,102429,21.72076332
6/24/2023 17:21,1439,2429,2664,2828,2973,3141,3351,3576,3892,4520,38594,1713.516667,102811,21.56945372
6/24/2023 17:22,1550,2443,2664,2828,2988,3156,3351,3576,3892,4520,33096,1685.816667,101149,21.54357096
6/24/2023 17:23,1507,2445,2664,2828,2988,3156,3368,3612,3931,4566,35470,1640.433333,98426,21.42484051
6/24/2023 17:24,1475,2437,2664,2828,2988,3156,3351,3594,3892,4498,30376,1640.716667,98443,20.95008932
6/24/2023 17:25,1489,2424,2651,2814,2973,3141,3335,3576,3873,4453,53978,1707.2,102432,21.88408761
6/24/2023 17:26,1417,2437,2651,2814,2973,3141,3335,3576,3873,4476,34439,1706.383333,102383,22.73001236
6/24/2023 17:27,1499,2438,2651,2828,2973,3141,3335,3576,3892,4498,26814,1711.016667,102661,21.79379406
6/24/2023 17:28,1572,2440,2664,2828,2973,3141,3335,3576,3892,4498,37351,1711.566667,102694,21.90562266
6/24/2023 17:29,1511,2436,2651,2828,2988,3156,3351,3576,3892,4476,34139,1686.7,101202,21.53579298
6/24/2023 17:30,1482,2440,2664,2828,2988,3156,3351,3576,3892,4543,32138,1662.633333,99758,22.46042036
6/24/2023 17:31,1543,2447,2664,2828,2973,3156,3351,3576,3892,4498,31371,1654.75,99285,20.90568332
6/24/2023 17:32,1542,2450,2664,2828,2988,3156,3351,3594,3912,4520,31245,1639.9,98394,21.49681629
6/24/2023 17:33,1558,2458,2677,2843,3003,3172,3368,3594,3912,4520,37914,1662.066667,99724,21.71599512
6/24/2023 17:34,1511,2449,2664,2843,2988,3156,3351,3594,3892,4498,36117,1684.366667,101062,21.61654746
6/24/2023 17:35,1555,2455,2664,2843,2988,3156,3351,3594,3892,4498,35566,1705.4,102324,22.03731343
6/24/2023 17:36,1553,2452,2664,2828,2988,3156,3351,3594,3892,4498,32750,1681.533333,100892,22.06709284
6/24/2023 17:37,1493,2454,2677,2843,3003,3172,3351,3594,3912,4543,37207,1692.816667,101569,21.5620787
6/24/2023 17:38,1483,2459,2677,2843,2988,3156,3351,3594,3912,4520,33765,1727.266667,103636,21.93216661
6/24/2023 17:39,1540,2453,2664,2843,2988,3156,3351,3594,3892,4498,37531,1705.083333,102305,21.99793851
6/24/2023 17:40,1477,2455,2677,2843,3003,3156,3351,3594,3912,4520,32963,1644.183333,98651,21.55616497
6/24/2023 17:41,1550,2447,2664,2828,2988,3156,3335,3576,3892,4498,33933,1644.583333,98675,21.33472017
6/24/2023 17:42,1509,2455,2664,2843,2988,3156,3351,3594,3912,4566,35871,1644.15,98649,20.74266617
6/24/2023 17:43,1453,2449,2664,2828,2988,3156,3351,3594,3912,4543,33407,1656.016667,99361,21.34172613
6/24/2023 17:44,1576,2452,2677,2843,3003,3156,3368,3594,3912,4520,32249,1631.233333,97874,21.03151744
6/24/2023 17:45,1428,2456,2677,2828,2988,3156,3351,3594,3912,4543,36299,1675.683333,100541,23.37910167
6/24/2023 17:46,1569,2455,2664,2828,2988,3156,3351,3612,3931,4566,36334,1669.616667,100177,22.57109431
6/24/2023 17:47,1512,2464,2677,2843,3003,3172,3368,3612,3931,4566,30994,1669.183333,100151,21.94104385
6/24/2023 17:48,1589,2474,2691,2843,3003,3172,3368,3594,3912,4543,35928,1679.783333,100787,22.1747756
6/24/2023 17:49,1538,2463,2677,2843,3003,3172,3368,3612,3912,4543,34663,1673.433333,100406,21.33311841
6/24/2023 17:50,1511,2462,2677,2843,3003,3156,3368,3612,3931,4566,35718,1680.25,100815,21.23320817
6/24/2023 17:51,1442,2465,2691,2857,3003,3172,3368,3612,3951,4612,37905,1666.283333,99977,21.611319
6/24/2023 17:52,1462,2455,2677,2843,3003,3156,3368,3612,3931,4589,34590,1679.016667,100741,21.66322896
6/24/2023 17:53,1532,2432,2651,2828,2973,3141,3335,3576,3912,4589,33112,1741.633333,104498,22.64340376
6/24/2023 17:54,1540,2450,2677,2843,2988,3156,3368,3612,3931,4589,33411,1688.666667,101320,22.02750517
6/24/2023 17:55,1493,2454,2677,2843,2988,3156,3368,3594,3931,4589,36152,1639.283333,98357,21.41050927
6/24/2023 17:56,1448,2458,2677,2843,3003,3172,3368,3612,3931,4612,35816,1643.216667,98593,22.19929094
6/24/2023 17:57,1465,2454,2677,2843,3003,3172,3351,3594,3912,4566,34128,1664.916667,99895,21.67193049
6/24/2023 17:58,1512,2457,2677,2843,3003,3172,3368,3594,3912,4566,53635,1656.683333,99401,21.0858392
6/24/2023 17:59,1491,2457,2677,2843,2988,3156,3351,3594,3912,4566,36762,1672.733333,100364,21.98352409
6/24/2023 18:00,1537,2463,2677,2843,3003,3172,3368,3612,3931,4589,36984,1674.45,100467,22.2227698
6/24/2023 18:01,1522,2452,2664,2843,3003,3156,3351,3594,3912,4543,33679,1636.15,98169,22.17329067
6/24/2023 18:02,1473,2466,2677,2843,3003,3172,3368,3612,3931,4543,37770,1684.966667,101098,21.49486465
6/24/2023 18:03,1536,2463,2677,2843,3003,3172,3368,3612,3912,4566,34189,1654.35,99261,21.63367744
6/24/2023 18:04,1488,2456,2677,2843,3003,3156,3351,3594,3912,4566,32859,1669.05,100143,21.69244854
6/24/2023 18:05,1497,2464,2677,2843,3003,3172,3368,3612,3931,4566,34779,1713.216667,102793,22.51977247
6/24/2023 18:06,1474,2465,2677,2843,3003,3172,3351,3594,3912,4543,36855,1778.416667,106705,23.76853961
6/24/2023 18:07,1487,2455,2677,2843,3003,3172,3368,3594,3912,4566,32710,1686.216667,101173,22.74127447
6/24/2023 18:08,1483,2456,2677,2843,2988,3156,3351,3612,3931,4566,35261,1731.583333,103895,21.77476013
6/24/2023 18:09,1513,2449,2677,2843,3003,3172,3351,3594,3931,4566,34672,1690.55,101433,21.92174112
6/24/2023 18:10,1419,2452,2677,2843,2988,3156,3351,3594,3912,4520,35129,1686.35,101181,21.58501193
6/24/2023 18:11,1539,2450,2664,2828,2988,3156,3351,3576,3892,4498,53988,1704.583333,102275,22.19301557
6/24/2023 18:12,1423,2449,2664,2828,2988,3141,3335,3576,3892,4520,33036,1708.216667,102493,21.54987738
6/24/2023 18:13,1549,2442,2664,2828,2988,3156,3351,3594,3912,4543,29822,1707.5,102450,22.56802417
6/24/2023 18:14,1523,2448,2664,2828,2988,3156,3351,3576,3892,4498,32940,1734.933333,104096,22.26914628
6/24/2023 18:15,1494,2466,2677,2843,2988,3156,3351,3594,3892,4520,36669,1737.616667,104257,23.2612514
6/24/2023 18:16,1562,2455,2677,2843,2988,3156,3351,3594,3912,4543,22427,1728.766667,103726,22.75675424
6/24/2023 18:17,1539,2451,2677,2843,3003,3156,3351,3594,3912,4543,36724,1709.933333,102596,22.15071051
6/24/2023 18:18,1425,2454,2677,2843,3003,3172,3368,3612,3931,4589,35444,1688.1,101286,21.54132157
6/24/2023 18:19,1464,2453,2664,2828,2988,3156,3351,3594,3912,4543,36371,1668.6,100116,22.56505221
6/24/2023 18:20,1414,2454,2677,2843,2988,3156,3351,3594,3912,4566,37472,1668.466667,100108,22.18525168
6/24/2023 18:21,1531,2461,2677,2843,2988,3156,3351,3594,3912,4543,27048,1687.616667,101257,21.51483467
6/24/2023 18:22,1518,2441,2664,2828,2988,3156,3351,3594,3912,4566,35728,1689.666667,101380,21.71894691
6/24/2023 18:23,1471,2441,2664,2828,2988,3141,3335,3576,3892,4520,33952,1707.416667,102445,21.84412158
6/24/2023 18:24,1511,2452,2677,2843,3003,3172,3351,3594,3931,4566,35751,1667.216667,100033,22.3096071
6/24/2023 18:25,1455,2449,2664,2828,2988,3156,3351,3576,3892,4520,32984,1689.833333,101390,22.13459943
6/24/2023 18:26,1534,2465,2677,2843,3003,3172,3351,3594,3912,4543,36793,1799.033333,107942,24.31665952
6/24/2023 18:27,1527,2466,2677,2843,2988,3156,3351,3594,3912,4520,33653,1777.583333,106655,24.17715592
6/24/2023 18:28,1519,2466,2691,2857,3003,3172,3368,3594,3912,4520,32353,1706.7,102402,22.74100922
6/24/2023 18:29,1507,2459,2677,2843,3003,3172,3351,3594,3912,4520,35471,1689.15,101349,22.09647704
6/24/2023 18:30,1526,2458,2677,2843,3003,3172,3368,3612,3931,4543,28744,1655.066667,99304,21.684255
6/24/2023 18:31,1542,2449,2664,2843,2988,3156,3351,3594,3912,4520,30747,1629.016667,97741,22.11734154
6/24/2023 18:32,1478,2458,2677,2843,3003,3172,3368,3594,3912,4520,34939,1655.083333,99305,21.94957836
6/24/2023 18:33,1469,2462,2677,2843,3003,3172,3368,3612,3931,4543,28159,1687.083333,101225,21.65849954
6/24/2023 18:34,1493,2455,2677,2843,3003,3172,3368,3612,3912,4543,34345,1638.166667,98290,21.29646113
6/24/2023 18:35,1533,2458,2677,2843,3003,3156,3351,3594,3931,4566,36456,1692.066667,101524,21.41739495
6/24/2023 18:36,1467,2477,2691,2857,3003,3172,3368,3594,3912,4543,31507,1778.883333,106733,23.70607778
6/24/2023 18:37,1531,2476,2691,2857,3003,3172,3368,3594,3931,4566,33210,1708.616667,102517,23.27192933
6/24/2023 18:38,1511,2468,2691,2843,3003,3172,3368,3612,3912,4543,35639,1656.2,99372,22.33957466
6/24/2023 18:39,1530,2464,2677,2843,3003,3172,3368,3612,3931,4566,32220,1635.316667,98119,21.45140459
6/24/2023 18:40,1528,2454,2677,2843,2988,3156,3368,3594,3931,4566,35154,1621.1,97266,20.25747518
6/24/2023 18:41,1477,2452,2677,2843,3003,3172,3368,3612,3931,4566,34065,1642.133333,98528,22.10236344
6/24/2023 18:42,1518,2463,2677,2843,3003,3172,3368,3594,3912,4566,32865,1640.133333,98408,21.20781611
6/24/2023 18:43,1497,2466,2677,2843,3003,3172,3368,3594,3912,4520,34897,1640.183333,98411,21.52597989
6/24/2023 18:44,1515,2467,2677,2843,3003,3156,3351,3594,3912,4566,31302,1672.266667,100336,21.97330097
6/24/2023 18:45,1553,2483,2691,2857,3003,3172,3368,3612,3931,4612,33293,1757.683333,105461,23.58898553
6/24/2023 18:46,1495,2473,2691,2843,3003,3172,3368,3594,3931,4566,37136,1695.083333,101705,23.94620772
6/24/2023 18:47,1451,2458,2677,2843,3003,3172,3368,3612,3912,4543,32669,1664.333333,99860,21.26211596
6/24/2023 18:48,1543,2465,2677,2843,3003,3172,3368,3594,3912,4566,30026,1613.466667,96808,20.77296517
6/24/2023 18:49,1478,2457,2677,2843,3003,3172,3368,3612,3931,4589,27787,1642,98520,21.19543518
6/24/2023 18:50,1528,2454,2677,2843,2988,3156,3351,3594,3912,4543,30281,1623.85,97431,21.32234447
6/24/2023 18:51,1504,2463,2677,2843,3003,3172,3368,3594,3931,4566,36066,1651.416667,99085,21.86091375
6/24/2023 18:52,1519,2462,2677,2843,3003,3172,3351,3594,3912,4543,37417,1642.466667,98548,21.87567658
6/24/2023 18:53,1580,2474,2691,2857,3003,3172,3368,3612,3931,4589,35216,1677.283333,100637,21.74685312
6/24/2023 18:54,1531,2473,2677,2843,3003,3172,3351,3594,3931,4589,34122,1617.266667,97036,21.5804266
6/24/2023 18:55,1563,2474,2691,2857,3003,3172,3368,3612,3931,4589,32774,1671.866667,100312,21.76730254
6/24/2023 18:56,1514,2476,2691,2857,3018,3188,3385,3630,3971,4681,29929,1683.45,101007,23.73307331
6/24/2023 18:57,1453,2476,2691,2857,3018,3188,3385,3648,3971,4658,35148,1626.65,97599,23.46674973
6/24/2023 18:58,1486,2467,2691,2843,3003,3172,3385,3612,3951,4612,33491,1623.333333,97400,22.13003078
6/24/2023 18:59,1490,2465,2691,2843,3003,3172,3368,3612,3931,4589,36127,1616.866667,97012,22.8985758
6/24/2023 19:00,1497,2462,2677,2843,3003,3172,3368,3612,3951,4589,33860,1665.1,99906,23.28137411
6/24/2023 19:01,1500,2459,2677,2843,3003,3172,3368,3630,3971,4658,35620,1628.266667,97696,22.69171383
6/24/2023 19:02,1509,2459,2677,2843,3003,3172,3368,3612,3951,4612,35004,1657.4,99444,21.21776207
6/24/2023 19:03,1512,2451,2664,2843,3003,3172,3368,3612,3951,4658,43242,1668.233333,100094,23.04812098
6/24/2023 19:04,1497,2471,2691,2857,3018,3188,3385,3630,3971,4658,31427,1662.733333,99764,23.83415115
6/24/2023 19:05,1551,2454,2677,2843,3003,3172,3368,3612,3931,4589,36187,1711.4,102684,23.33439267
6/24/2023 19:06,1524,2475,2691,2857,3018,3188,3385,3630,3951,4658,34236,1708,102480,25.26333045
6/24/2023 19:07,1489,2471,2691,2857,3018,3188,3385,3630,3951,4635,36931,1700.9,102054,23.89012763
6/24/2023 19:08,1545,2481,2704,2871,3033,3204,3402,3648,3971,4658,30521,1659.25,99555,23.98892042
6/24/2023 19:09,1494,2472,2691,2857,3018,3188,3402,3648,3971,4681,30308,1681.75,100905,23.97507428
6/24/2023 19:10,1548,2473,2691,2857,3018,3188,3385,3630,3951,4589,37659,1716.85,103011,23.59818446
6/24/2023 19:11,1541,2477,2691,2857,3018,3188,3385,3630,3971,4658,34235,1695.4,101724,25.36463314
6/24/2023 19:12,1491,2470,2691,2857,3018,3188,3385,3630,3971,4635,34726,1694.233333,101654,24.02642193
6/24/2023 19:13,1565,2460,2691,2857,3018,3188,3385,3630,3951,4612,35775,1631.85,97911,22.24756095
6/24/2023 19:14,1551,2475,2691,2857,3018,3172,3385,3630,3951,4589,36473,1672.8,100368,22.45356159
6/24/2023 19:15,1577,2464,2677,2843,3003,3172,3368,3612,3931,4612,37899,1682.95,100977,23.98290099
6/24/2023 19:16,1568,2469,2677,2843,3003,3172,3368,3594,3931,4566,29860,1719.683333,103181,24.28229222
6/24/2023 19:17,1487,2476,2691,2857,3018,3172,3385,3630,3931,4566,34561,1740.966667,104458,23.11467924
6/24/2023 19:18,1497,2466,2677,2843,3003,3172,3368,3612,3931,4589,26424,1687.933333,101276,22.36035761
6/24/2023 19:19,1546,2460,2677,2843,3003,3172,3368,3612,3931,4566,34151,1662.683333,99761,21.92286182
6/24/2023 19:20,1523,2456,2677,2843,3003,3172,3368,3612,3931,4566,37978,1650.566667,99034,22.05830041
6/24/2023 19:21,1490,2454,2677,2843,3003,3156,3351,3594,3912,4566,34708,1687.333333,101240,21.9950124
6/24/2023 19:22,1482,2469,2691,2857,3003,3172,3368,3612,3931,4612,36467,1670.066667,100204,22.15350315
6/24/2023 19:23,1494,2465,2677,2843,3003,3172,3368,3612,3951,4612,33672,1659.85,99591,21.50001936
6/24/2023 19:24,1537,2467,2691,2857,3018,3188,3385,3630,3951,4612,34823,1636.666667,98200,21.62381481
6/24/2023 19:25,1454,2465,2677,2843,3003,3172,3368,3612,3931,4543,32398,1724.85,103491,22.2549855
6/24/2023 19:26,1556,2474,2691,2843,3003,3172,3368,3612,3912,4543,34608,1718.7,103122,23.83996193
6/24/2023 19:27,1552,2497,2718,2885,3048,3220,3402,3648,3971,4635,33486,1609.483333,96569,23.36030293
6/24/2023 19:28,1581,2499,2718,2885,3048,3220,3419,3648,3971,4612,37804,1610.866667,96652,24.11351146
6/24/2023 19:29,1496,2484,2704,2871,3033,3204,3402,3648,3951,4612,34148,1652.8,99168,24.36791233
6/24/2023 19:30,1499,2459,2677,2843,3003,3172,3368,3594,3912,4520,35340,1617.533333,97052,22.24689703
6/24/2023 19:31,1480,2463,2677,2843,3003,3172,3368,3612,3931,4589,35543,1648.916667,98935,23.16800866
6/24/2023 19:32,1475,2468,2691,2843,3003,3172,3368,3612,3931,4543,57627,1613.55,96813,20.82919533
6/24/2023 19:33,1540,2462,2677,2843,3003,3172,3368,3594,3912,4520,35557,1595.966667,95758,20.3320196
6/24/2023 19:34,1442,2458,2677,2843,3003,3172,3368,3594,3912,4543,34375,1607.9,96474,20.71757144
6/24/2023 19:35,1470,2464,2691,2843,3003,3172,3368,3612,3931,4566,37322,1594.266667,95656,21.88200673
6/24/2023 19:36,1527,2454,2677,2843,3003,3156,3351,3594,3892,4520,33300,1580.066667,94804,24.22766696
6/24/2023 19:37,1500,2444,2664,2828,2988,3156,3351,3594,3912,4543,31485,1572.733333,94364,27.97432312
6/24/2023 19:38,1498,2450,2664,2828,2988,3156,3351,3576,3912,4566,33798,1572.833333,94370,27.3653364
6/24/2023 19:39,1480,2471,2691,2857,3018,3188,3385,3630,3951,4612,34915,1560.383333,93623,21.34311095
6/24/2023 19:40,1444,2468,2691,2857,3003,3172,3385,3630,3951,4612,36304,1575.183333,94511,20.37410344
6/24/2023 19:41,1467,2463,2677,2857,3003,3172,3368,3612,3931,4589,35878,1561.8,93708,20.30694997
6/24/2023 19:42,1543,2534,2773,2944,3094,3269,3470,3721,4051,4728,46449,1547.25,92835,22.33398034
6/24/2023 19:43,1527,2522,2745,2900,3063,3236,3436,3684,3990,4635,36122,1576.4,94584,21.24876636
6/24/2023 19:44,1484,2509,2731,2900,3063,3236,3436,3684,3990,4612,35424,1567.4,94044,20.70871207
6/24/2023 19:45,1534,2509,2731,2900,3063,3220,3419,3666,4010,4658,32987,1539.033333,92342,22.14127727
6/24/2023 19:46,1560,2488,2704,2885,3033,3204,3419,3666,3990,4635,34943,1539.116667,92347,22.34673262
6/24/2023 19:47,1536,2468,2691,2857,3018,3188,3368,3612,3931,4589,30878,1559.566667,93574,20.77832396
6/24/2023 19:48,1512,2472,2691,2857,3018,3188,3385,3630,3951,4589,33242,1552.216667,93133,21.05252795
6/24/2023 19:49,1478,2467,2691,2843,3003,3172,3368,3612,3912,4566,30666,1551.316667,93079,20.35614807
6/24/2023 19:50,1360,2469,2677,2843,3003,3172,3368,3612,3931,4566,35165,1551.483333,93089,20.43427779
6/24/2023 19:51,1481,2466,2691,2857,3018,3188,3385,3612,3931,4589,35578,1550.95,93057,19.99875623
6/24/2023 19:52,1511,2476,2691,2857,3018,3188,3385,3630,3951,4589,35987,1546.35,92781,20.0272397
6/24/2023 19:53,1414,2466,2677,2843,3003,3172,3368,3612,3931,4589,34709,1489.333333,89360,18.78346686
6/24/2023 19:54,1474,2471,2691,2857,3018,3188,3385,3612,3951,4612,36654,1522.95,91377,19.6840109
6/24/2023 19:55,1498,2458,2677,2843,3003,3188,3385,3630,3951,4589,36775,1526.6,91596,19.47770627
6/24/2023 19:56,1465,2459,2677,2843,3003,3172,3368,3612,3912,4566,39519,1514.216667,90853,20.18271495
6/24/2023 19:57,1534,2462,2677,2843,3003,3172,3368,3612,3931,4566,36578,1538.083333,92285,19.43265101
6/24/2023 19:58,1544,2466,2677,2843,3003,3172,3351,3594,3931,4566,33750,1538.683333,92321,20.34016882
6/24/2023 19:59,1488,2471,2691,2857,3018,3188,3385,3630,3951,4589,37836,1533.2,91992,20.07394079
6/24/2023 20:00,1433,2465,2677,2843,3003,3172,3385,3630,3951,4589,28066,1496.283333,89777,20.5542889
6/24/2023 20:01,1521,2470,2691,2857,3003,3172,3385,3630,3931,4566,35120,1494.333333,89660,20.2219819
6/24/2023 20:02,1525,2471,2677,2843,3003,3172,3368,3612,3951,4589,39612,1527.816667,91669,20.65592156
6/24/2023 20:03,1582,2473,2691,2857,3018,3188,3385,3630,3951,4635,37769,1501.383333,90083,19.25623622
6/24/2023 20:04,1489,2468,2677,2857,3003,3172,3368,3612,3931,4589,36769,1528.616667,91717,19.3773056
6/24/2023 20:05,1461,2463,2691,2857,3018,3188,3385,3630,3951,4635,33070,1510.666667,90640,20.05120981
6/24/2023 20:06,1499,2453,2677,2843,3003,3172,3368,3612,3931,4589,36369,1544.833333,92690,20.86043832
6/24/2023 20:07,1566,2458,2677,2843,2988,3172,3368,3612,3931,4543,38138,1540.95,92457,19.77407959
6/24/2023 20:08,1472,2471,2691,2857,3018,3172,3385,3630,3951,4589,37359,1509.75,90585,19.8964371
6/24/2023 20:09,1532,2430,2651,2828,2988,3156,3351,3612,3931,4589,36499,1554.55,93273,19.65417662
6/24/2023 20:10,1500,2443,2664,2828,2988,3156,3368,3612,3931,4543,34825,1565,93900,20.73074759
6/24/2023 20:11,1424,2462,2677,2857,3003,3188,3385,3630,3951,4612,35543,1485.7,89142,19.66176312
6/24/2023 20:12,1452,2474,2691,2857,3018,3188,3385,3630,3951,4635,36190,1484.15,89049,19.27422491
6/24/2023 20:13,1551,2469,2691,2857,3018,3188,3385,3648,3971,4658,55224,1461.45,87687,20.46809025
6/24/2023 20:14,1454,2457,2677,2843,3003,3172,3385,3630,3951,4589,36184,1462.65,87759,18.83267116
6/24/2023 20:15,1485,2472,2691,2857,3018,3188,3385,3630,3951,4589,37623,1454.466667,87268,19.76659689
6/24/2023 20:16,1485,2465,2677,2857,3018,3188,3385,3630,3971,4612,38525,1458.733333,87524,20.49273926
6/24/2023 20:17,1469,2462,2677,2843,3003,3172,3385,3630,3951,4635,30806,1450.333333,87020,19.84033344
6/24/2023 20:18,1515,2471,2691,2857,3018,3188,3385,3630,3951,4589,36212,1460.316667,87619,18.7841058
6/24/2023 20:19,1502,2469,2691,2857,3018,3188,3385,3630,3931,4589,34262,1480.583333,88835,19.56436008
6/24/2023 20:20,1448,2474,2691,2857,3018,3188,3385,3630,3951,4612,34775,1467.133333,88028,18.14875328
6/24/2023 20:21,1478,2480,2704,2857,3018,3188,3385,3630,3951,4566,35098,1483.566667,89014,19.98523841
